COUNTRY,TITLE,DESC,DATE,SECTOR,THTYPE,NOTE,NOTE2,YEAR,,,,
UK,UK: Child database leak caused by error not hacking,"When I posted a news item about a breach involving Gabbitas and The Independent Schools Guide web site, I duly quoted the reference to claims that the leak had been due to a cyber-attack, even though it seemed a bit implausible to me. An article in Computerworld today by John E. Dunn that reports there <a href='https://www.databreaches.net/uk-child-database-leak-caused-by-error-not-hacking/' class='excerpt-more'>[...]</a>","Wed, 29 Aug 2012 12:04:17 +0000",Breach Incidents,Business Sector,Exposure,,2012,,,,
US,Coral Springs Police: Identity Theft Ring Busted,"CBS in Miami reports that police have busted an ID theft ring that involved an employee of a Coral Springs Chili&#8217;s and others. On Tuesday Ames and other investigators showed the evidence recovered to CBS 4 News _„î a credit card making machine, a credit card skimmer, laptops, blank credit cards and pages and pages <a href='https://www.databreaches.net/coral-springs-police-identity-theft-ring-busted/' class='excerpt-more'>[...]</a>","Wed, 29 Aug 2012 11:31:31 +0000",Breach Incidents,Business Sector,ID Theft,Insider,2012,,,,
Non-US,Police shed light on Japan_„_s black market for personal info,"I just read an interesting news piece related to the previous blog entry on the black market sale of personal information in Japan. It seems that Japan&#8217;s personal information protection law which went into effect in 2005 created the market, and one group made almost $11 million using employees of numerous companies to provide the <a href='https://www.databreaches.net/police-shed-light-on-japans-black-market-for-personal-info/' class='excerpt-more'>[...]</a>","Mon, 01 Oct 2012 01:11:17 +0000",Breach Incidents,Business Sector,Commentaries and Analyses,Insider,2012,,,,
JP,JP: Suspects arrested in data leak probe made 100 million yen selling personal info,"The Mainichi reports: A group of eight men under arrest for illegally obtaining and leaking personal information raked in nearly 100 million yen by selling information from family registries they had illegally obtained over the past five years, investigative sources said. But the 100 million yen &#8211; US. $1,282,780.00 &#8211; wasn&#8217;t their only profits. According <a href='https://www.databreaches.net/jp-suspects-arrested-in-data-leak-probe-made-100-million-yen-selling-personal-info/' class='excerpt-more'>[...]</a>","Sat, 29 Sep 2012 13:14:01 +0000",Breach Incidents,Business Sector,Insider,,2012,,,,
Non-US,AU: Thousands siphoned in bank ID scam,"Peter Bodkin reports on an insider breach in the financial sector: Three men who committed a &#8220;sophisticated&#8221; identity-theft scam siphoned thousands of dollars from the accounts of unsuspecting bank customers using confidential inside information. Jason Urrutia, 36, an IT manager with five years experience at the Commonwealth Bank used his role with the company to <a href='https://www.databreaches.net/au-thousands-siphoned-in-bank-id-scam/' class='excerpt-more'>[...]</a>","Sat, 29 Sep 2012 13:13:29 +0000",Breach Incidents,Financial Sector,Insider,,2012,,,,
Non-US,FL: Server at Chili_„_s accused of stealing card numbers,"An all-too-common insider breach in the hospitality sector: Investigators say a server at a DeLand Chili&#8217;s restaurant stole customers&#8217; bank card numbers and went on a shopping spree. They said Niquarus Rawls managed to rack up $24,000 before he was caught. Read more on WDBO.","Sat, 29 Sep 2012 13:11:48 +0000",Breach Incidents,Business Sector,Insider,,2012,,,,
Non-US,Infographic on cost of HIPAA violations,There&#8217;s an infographic making the rounds that I decided to post as it provides a convenient recap of some of the data. Double-clicking on the image in a new window will open it up full-size so you can actually read it. _»__‘_ &#160;,"Sat, 29 Sep 2012 13:29:19 +0000",Uncategorized,,,,2012,,,,
Non-US,WFTV talks to doctor suspected of benefiting from Florida Hospital's record breach,"In this blog&#8217;s coverage of an insider breach at Florida Hospital, I wondered aloud whether the attorneys and chiropractors who received the stolen information would be charged. ‘_It seems that at least one doctor will not be, and may not have even known the source of the referrals. WFTV reports: WFTV tracked down the doctor <a href='https://www.databreaches.net/wftv-talks-to-doctor-suspected-of-benefiting-from-florida-hospitals-record-breach/' class='excerpt-more'>[...]</a>","Sat, 29 Sep 2012 13:23:30 +0000",Health Data,,,,2012,,,,
Non-US,Yet another insider breach is revealed,"Insider breaches are everywhere in the healthcare sector, it seems. I was just reading a news story about medical ID theft, and noticed another case mentioned that I had not known about: Investigators have seen employees inside health care offices with access to all the patients personal information stealing it, which happened at Health Sports <a href='https://www.databreaches.net/yet-another-insider-breach-is-revealed/' class='excerpt-more'>[...]</a>","Sat, 29 Sep 2012 13:17:48 +0000",Health Data,,,,2012,,,,
Non-US,The staggering cost of a data breach,"Occasionally, I check Global Payments&#8217; site for information on what their breach(es) last year cost them. Here&#8217;s what they reported in their SEC 10-K/A filing today: For the year ended May 31, 2012, we have recorded $84.4 million of expense associated with this incident. Of this amount, $19.0 million represents the costs we have incurred <a href='https://www.databreaches.net/the-staggering-cost-of-a-data-breach/' class='excerpt-more'>[...]</a>","Fri, 28 Sep 2012 22:18:58 +0000",Breach Incidents,Commentaries and Analyses,Financial Sector,Hack,2012,,,,
US,U. of C. mistake reveals employee Social Security numbers,"Jodi S. Cohen reports: The Social Security numbers of about 9,100 University of Chicago employees were printed on the outside of a postcard mailed earlier this week to faculty and staff, the university disclosed today. Read more on Chicago Tribune. Doesn&#8217;t anyone actually look at address labels for a mailing before it goes out? Sheesh&#8230;.","Fri, 28 Sep 2012 20:52:13 +0000",Breach Incidents,Education Sector,Exposure,Paper,2012,,,,
US,"Medal of Honor, Distinguished Service Cross recipients_„_ Social Security numbers exposed on contractor_„_s server","Joe Gould reports: A defense contractor_„_s data breach left vulnerable the Army_„_s most highly decorated soldiers when a comprehensive awards database _„î including Social Security numbers _„î was available online, Army Times has learned. The exposed database contains 31 Social Security numbers for six MoH recipients _„î including former Staff Sgt. Sal Giunta and Sgt. <a href='https://www.databreaches.net/medal-of-honor-distinguished-service-cross-recipients-social-security-numbers-exposed-on-contractors-server/' class='excerpt-more'>[...]</a>","Fri, 28 Sep 2012 18:47:54 +0000",Breach Incidents,Government Sector,Subcontractor,,2012,,,,
US,A Sandy-induced hiatus,"Well, we made it through super-storm Sandy, but 90% of my area has been without power and current predictions are that it will be 10 days to get power, phone, cable back. ‘_Ugh. I drove 20 miles just to borrow a connection to post this. ‘_Double-ugh. I&#8217;ll be back when I can.","Wed, 31 Oct 2012 22:04:18 +0000",Breach Incidents,,,,2012,,,,
US,A Sandy-induced hiatus,"Well, we made it through super-storm Sandy, but 90% of my area has been without power and current predictions are that it will be 10 days to get power, phone, cable back. ‘_Ugh. I drove 20 miles just to borrow a connection to post this. ‘_Double-ugh. I&#8217;ll be back when I can.","Wed, 31 Oct 2012 22:04:09 +0000",Uncategorized,,,,2012,,,,
US,What sense can we make of some statistics?,"Here&#8217;s a useful example of why my eyes glaze over at times when trying to make sense of breach statistics. ‘_Tim Smith of the Greenville News recently reported: South Carolina state agencies and businesses over a three-year period reported dozens of computer security breaches that potentially could affect at least 410,000 people, a report obtained <a href='https://www.databreaches.net/what-sense-can-we-make-of-some-statistics/' class='excerpt-more'>[...]</a>","Mon, 29 Oct 2012 15:14:07 +0000",Uncategorized,,,,2012,,,,
US,What will Congress do now that it knows about numerous breaches involving Experian? And what will the FTC do?,"Jordan Robertson of Bloomberg News provides media attention to a problem I&#8217;ve noted previously on this blog &#8211; that Experian suffers a lot of data breaches* where a client&#8217;s login is compromised and misused by unauthorized individuals. ‘_His coverage will hopefully inform national conversations about transparency, consumer protection, and breach notification. First is the issue <a href='https://www.databreaches.net/what-will-congress-do-now-that-it-knows-about-numerous-breaches-involving-experian-and-what-will-the-ftc-do/' class='excerpt-more'>[...]</a>","Mon, 29 Oct 2012 14:09:46 +0000",Business Sector,Commentaries and Analyses,Of Note,,2012,,,,
US,Experian Customers Unsafe as Hackers Steal Credit Report Data,"Jordan Robertson reports: When hackers broke into computers at Abilene Telco Federal Credit Union last year, they gained access to sensitive financial information on people from far beyond the bank_„_s home in west-central Texas. The cyberthieves broke into an employee_„_s computer in September 2011 and stole the password for the bank_„_s online account with‘_Experian Plc, <a href='https://www.databreaches.net/experian-customers-unsafe-as-hackers-steal-credit-report-data/' class='excerpt-more'>[...]</a>","Mon, 29 Oct 2012 13:01:41 +0000",Commentaries and Analyses,Of Note,,,2012,,,,
US,It's a puzzlement,"Over on HIPAA, HITECH, &#38; HIT, Michael Kline wonders why a third breach involving Massachusetts Eye &#38; Ear Infirmary‘_flew under the media radar and why it hasn&#8217;t appeared on HHS&#8217;s breach tool. ‘_Both are good questions. ‘_Certainly there&#8217;s an interest in wrong-doing by insiders in the healthcare sector, and this blog has reported numerous instances <a href='https://www.databreaches.net/its-a-puzzlement/' class='excerpt-more'>[...]</a>","Mon, 29 Oct 2012 12:08:55 +0000",Uncategorized,,,,2012,,,,
Non-US,NZ: Inland Revenue Department has had 32 privacy breaches in the past year.,"ONE News in New Zealand reveals a government department has had a series of privacy breaches. Following soon after the breach involving the Ministry of Social Development, reports of inadequate data protection involving the‘_Inland Revenue Department‘_are just what the government doesn&#8217;t need. ‘_Even worse, the department is getting a black eye in the press for <a href='https://www.databreaches.net/nz-inland-revenue-department-has-had-32-privacy-breaches-in-the-past-year/' class='excerpt-more'>[...]</a>","Sun, 28 Oct 2012 13:52:40 +0000",Breach Incidents,Exposure,Government Sector,,2012,,,,
Non-US,WA: Prescription drug tracking system illegally accessed (updated),From the this-can&#8217;t-be-good dept.: This week Washington_„_s Prescription Monitoring Program sent letters to 34 people whose records were illegally accessed by someone who used a physician_„_s identity. The doctor_„_s personal and professional information was used to set up a fraudulent account in the statewide system. [&#8230;] State health officials immediately deactivated the account when they <a href='https://www.databreaches.net/wa-prescription-drug-tracking-system-illegally-accessed/' class='excerpt-more'>[...]</a>,"Sun, 28 Oct 2012 14:21:15 +0000",Health Data,,,,2012,,,,
Non-US,Tax refund fraud linked to health care documents,"Elaine Silvestrini reports on yet another case out of Florida where patient data was misused for tax refund fraud: When the Florida Highway Patrol arrested a Tampa man during a traffic stop last year, troopers found evidence of tax refund fraud, including internal corporate documents from a Tampa-based private health insurance company. The documents from <a href='https://www.databreaches.net/tax-refund-fraud-linked-to-health-care-documents/' class='excerpt-more'>[...]</a>","Sun, 28 Oct 2012 14:06:00 +0000",Health Data,,,,2012,,,,
Non-US,"Programming note, while I think of it_„_","I&#8217;m in an area expected to be hit by Sandy. We&#8217;ve been warned we may be without power for 7-10 days. Lovely. So if this blog suddenly stops updating on or after Monday, figure I&#8217;ll be back when I can&#8230;","Sat, 27 Oct 2012 20:43:53 +0000",Uncategorized,,,,2012,,,,
Non-US,How many were affected by ADPI-Intermedix breach: help track this breach,"As I had done with the Epsilon breach on DataBreaches.net, I&#8217;ve decided to devote a blog post to tracking organizations affected by the Advanced Data Processing (ADPI) ‘_breach. ‘_The San Francisco Chronicle reported that there were &#8220;27 agencies in 17 states whose patients may have had personal information stolen.&#8221; As you&#8217;ll see below, that does <a href='https://www.databreaches.net/how-many-were-affected-by-adpi-intermedix-breach-help-track-this-breach/' class='excerpt-more'>[...]</a>","Sat, 01 Dec 2012 03:51:21 +0000",Health Data,,,,2012,,,,
US,I know what GoTickets.com did last summer,"A few weeks ago, I wrote a blog entry asking how many breaches GoTickets.com had really experienced. At the time, it appeared that they had had one breach in May 2012, which they reported to California (and, as I recently learned, New Hampshire and Maryland), but there was a puzzling report from American Express that <a href='https://www.databreaches.net/i-know-what-gotickets-com-did-last-summer/' class='excerpt-more'>[...]</a>","Sat, 01 Dec 2012 03:19:28 +0000",Breach Incidents,Business Sector,Hack,ID Theft,2012,,,,
US,GA: Grady Health Systems notifies 900 patients potentially affected by ADPI-Intermedix breach,"I was just reading that 900 patients who were treated at‘_Grady Health Systems&#8217; emergency care‘_facilities may have had their data stolen by a former hospital contract worker. I thought it was yet another breach, but the Associated Press reports that the contractor worked for Advanced Data Processing Inc. Yes&#8230; the same company that I reported <a href='https://www.databreaches.net/ga-grady-health-systems-notifies-900-patients-potentially-affected-by-adpi-intermedix-breach/' class='excerpt-more'>[...]</a>","Sat, 01 Dec 2012 00:12:48 +0000",Health Data,,,,2012,,,,
US,GAO: Total Extent of Refund Fraud Using Stolen Identities is Unknown,"Perfect timing, as I&#8217;ve been thinking about this a lot. Unfortunately, they don&#8217;t seem to have many answers. What the GAO found (from their summary): Understanding the extent and nature of identity theft-related refund fraud is important to crafting a response to it, but Internal Revenue Service (IRS) managers recognize that they do not have <a href='https://www.databreaches.net/gao-total-extent-of-refund-fraud-using-stolen-identities-is-unknown/' class='excerpt-more'>[...]</a>","Fri, 30 Nov 2012 19:39:51 +0000",ID Theft,,,,2012,,,,
US,Fairfax County police find ATM skimmers at hospitals,"Peter Hermann reports: Fairfax County police are investigating skimmers that were found attached to two automated teller machines at Fairfax hospitals. The devices, discovered this week, are designed to copy personal bank card information and pass codes for thieves&#8230;. ‘_The devices were found Tuesday at an ATM near the lobby gift shop of the Inova <a href='https://www.databreaches.net/fairfax-county-police-find-atm-skimmers-at-hospitals/' class='excerpt-more'>[...]</a>","Fri, 30 Nov 2012 17:03:40 +0000",Health Data,,,,2012,,,,
US,Feds: Stolen patient info from Florida Hospital Tampa used for tax fraud,"Yet another breach at a Florida hospital &#8211; this time at Florida Hospital Tampa. And yes, ‘_there was inside involvement, and yes, the stolen data were used for a tax refund fraud scheme. Lauren Mayk reports: Federal agents on Thursday arrested three people _„_ Riverview resident Carlista Hawls, Riverview resident Tanya Cullens and a San <a href='https://www.databreaches.net/feds-stolen-patient-info-from-florida-hospital-tampa-used-for-tax-fraud/' class='excerpt-more'>[...]</a>","Fri, 30 Nov 2012 06:04:50 +0000",Health Data,,,,2012,,,,
US,Personal Information Found on Items at Auction,Another defunct hospital left patient and employee records behind without adequate security. This time it&#8217;s‘_St. Catherine Medical Center in Pennsylvania. Paging HHS to Aisle 4&#8230;.,"Fri, 30 Nov 2012 04:44:38 +0000",Health Data,,,,2012,,,,
US,WestCoast Children's Clinic notifies patient after misdirected e-mail exposed personal and health information (updated and corrrected),"WestCoast Children&#8217;s Clinic is mailing letters to its patients parents of a patient after an e-mail error on November 20 resulted in‘_referral documents containing the patient&#8217;s names, dates of birth, Social Security numbers, addresses, and current health concerns being sent to an unauthorized recipient &#8211; a county social worker with the Alameda County Department of <a href='https://www.databreaches.net/westcoast-childrens-clinic-notifies-patients-after-misdirected-e-mail-exposed-their-personal-and-health-information/' class='excerpt-more'>[...]</a>","Fri, 30 Nov 2012 02:33:38 +0000",Health Data,,,,2012,,,,
US,NZ: MidCentral District Health Board's privacy breaches cause for serious concern,"Talia Shadwell reports: A Palmerston North woman is accusing MidCentral District Health Board staff of a privacy breach, after she was mailed another mental health client&#8217;s file along with her own records. The health board is investigating Zelda McConachy&#8217;s claims that she has repeatedly received other mental health services clients&#8217; confidential files mixed up with <a href='https://www.databreaches.net/nz-midcentral-district-health-boards-privacy-breaches-cause-for-serious-concern/' class='excerpt-more'>[...]</a>","Fri, 30 Nov 2012 00:38:22 +0000",Health Data,,,,2012,,,,
US,Advanced Data Processing employee accessed and disclosed ambulance patients_„_ info to others for tax refund fraud scheme,"Advanced Data Processing, a subsidiary of‘_Intermedix Corp.‘_that does business as‘_ADPI,‘_‘_handles billing for a number of ambulance services throughout the US. The Florida-headquartered firm ‘_notified‘_the California Attorney General&#8217;s Office this week that on October 1, they discovered a rogue employee had been accessing and disclosing patient information to others who used the information to file fraudulent <a href='https://www.databreaches.net/advanced-data-processing-employee-accessed-and-disclosed-ambulance-patients-info-to-others-for-tax-refund-fraud-scheme/' class='excerpt-more'>[...]</a>","Fri, 30 Nov 2012 00:00:29 +0000",Breach Incidents,Business Sector,ID Theft,Insider,2012,,,,
US,Happy New Year!,"I wish ‘_a Healthy and Happy New Year to all those who have read or contributed to DataBreaches.net in 2012. ‘_Each day, I never knew what my e-mail or tweet stream would bring, but readers provided thoughtful comments, tips, and great suggestions. Now let&#8217;s just hope ‘_that 2013 brings us better data security by those <a href='https://www.databreaches.net/happy-new-year/' class='excerpt-more'>[...]</a>","Mon, 31 Dec 2012 18:54:31 +0000",Uncategorized,,,,2012,,,,
US,Your Mobile Device and Health Information Privacy and Security,"In light of a recent blog post about nurses using their own smartphones to enter clinical data, I thought this might be a good time to point readers to HHS&#8217;s recent resources for securing mobile devices. ‘_Their top tips: 1.‘_Use a password or other user authentication 2.‘_Install and enable encryption 3.‘_Install and activate remote wiping <a href='https://www.databreaches.net/your-mobile-device-and-health-information-privacy-and-security/' class='excerpt-more'>[...]</a>","Sat, 29 Dec 2012 17:16:12 +0000",Uncategorized,,,,2012,,,,
US,Kroll Advisory Solutions Releases 2013 Cyber Security Forecast,"Right before the holidays, Kroll Advisory Solutions released its predictions and advisory. They identified‘_four unexpected cyber forces to be reckoned with in 2013 and offered some recommendations for addressing them: 1. Vampire Data: Organizations Get Bitten by the Data They Never Knew They Had Data exists in myriad locations and in a multitude of formats <a href='https://www.databreaches.net/kroll-advisory-solutions-releases-2013-cyber-security-forecast/' class='excerpt-more'>[...]</a>","Sat, 29 Dec 2012 17:07:47 +0000",Uncategorized,,,,2012,,,,
Non-US,Prosecutors dismiss charges against 5 Japanese app developers accused of data theft by virus,It seemed to have the makings of a big news story almost two months ago when The Japan Times reported and the Hacker News spread the word that‘_Tokyo&#8217;s Metropolitan Police had arrested five‘_mobile app developers for‘_creating and embedding a virus into smartphone applications that downloaded the users&#8217; contacts. But now it appears that the case <a href='https://www.databreaches.net/prosecutors-dismiss-charges-against-5-japanese-app-developers-accused-of-data-theft-by-virus/' class='excerpt-more'>[...]</a>,"Sat, 29 Dec 2012 02:10:36 +0000",,,,,2012,,,,
Non-US,"Gibson General Hospital notifies 29,000 patients after laptop stolen from an employee's home","Brad Conaway reports that Gibson General Hospital has mailed letters to 29,000 patients informing them that their name, address, Social Security number and/or clinical information may have been on a laptop stolen from an employee&#8217;s home on November 27. Unfortunately, as the hospital explains in its statement and FAQ, the hospital cannot determine with any <a href='https://www.databreaches.net/gibson-general-hospital-notifies-29000-patients-after-laptop-stolen-from-an-employees-home/' class='excerpt-more'>[...]</a>","Fri, 28 Dec 2012 20:14:34 +0000",Health Data,,,,2012,,,,
Non-US,"Out with the old, in with the new","As 2012 draws to a close, there are a gadzillion things I should be doing. Instead, I_„_m re-doing some of my blogs and moving them to a more privacy-friendly web hosting service.‘_Hostgator never answered my questions‘_about their privacy policy and their notice to users, so goodbye to them. This site was just moved to its <a href='https://www.databreaches.net/out-with-the-old-in-with-the-new-2/' class='excerpt-more'>[...]</a>","Fri, 28 Dec 2012 19:57:28 +0000",Uncategorized,,,,2012,,,,
Non-US,Brigham and Women_„_s Hospital statement regarding the theft of a computer,"I recently noted that HHS&#8217;s breach tool had revealed some breaches we hadn&#8217;t known about. ‘_One of them was from Brigham &#38; Women&#8217;s Hospital in Massachusetts. ‘_I contacted them to request a copy of their statement or press release, and was told that because there were less than 500 patients affected in Massachusetts, they had <a href='https://www.databreaches.net/brigham-and-womens-hospital-statement-regarding-the-theft-of-a-computer/' class='excerpt-more'>[...]</a>","Fri, 28 Dec 2012 19:53:11 +0000",Health Data,,,,2012,,,,
Non-US,"Cabinet for Health and Family Services notifies 1,090 Medicaid patients after subcontractor's employee fell for a scam","Kentucky&#8217;s Cabinet for Health and Family Services (CHFS) has issued a statement disclosing a recent breach: The Cabinet for Health and Family Services (CHFS) is informing 1,090 Medicaid clients by letter of a computer security breach that may have resulted in the unintentional release of information held by Hewlett-Packard Enterprise Services (HP ES), the vendor <a href='https://www.databreaches.net/cabinet-for-health-and-family-services-notifies-1090-medicaid-patients-after-subcontractors-employee-fell-for-a-scam/' class='excerpt-more'>[...]</a>","Fri, 28 Dec 2012 19:45:01 +0000",Health Data,,,,2012,,,,
Non-US,"Out with the old, in with the new","As 2012 draws to a close, there are a gadzillion things I should be doing. Instead, I_„_m re-doing some of my blogs and moving them to a more privacy-friendly web hosting service.‘_Hostgator never answered my questions‘_about their privacy policy and their notice to users, so goodbye to them. Within the next few days, DataBreaches.net will <a href='https://www.databreaches.net/out-with-the-old-in-with-the-new/' class='excerpt-more'>[...]</a>","Fri, 28 Dec 2012 17:21:24 +0000",Uncategorized,,,,2012,,,,
Non-US,Six Long Island men charged with using stolen Social Security numbers in three different tax refund fraud schemes,"So the U. S. Attorney&#8217;s Office for the Eastern District of New York issued a press release on December 20 describing how 6 men were indicted for their roles in three tax refund fraud schemes. ‘_The three schemes resulted in more than 11,000 ‘_false income tax returns seeking refunds up to $73 million. According the <a href='https://www.databreaches.net/six-long-island-men-charged-with-using-stolen-social-security-numbers-in-three-different-tax-refund-fraud-schemes/' class='excerpt-more'>[...]</a>","Fri, 28 Dec 2012 16:55:25 +0000",Breach Incidents,Commentaries and Analyses,ID Theft,,2012,,,,
UK,"UK: Hailsham hacker ordered to pay back ‘£124,000","Ben Parsons reports: A computer hacker from Hailsham who set up frauds to feed a gambling habit has been ordered to pay more than ‘£100,000. Alistair Peckover _„_ described by police as an _„ñobsessive loner_„ù _„_ used websites including Google and BT to steal people_„_s bank details. [&#8230;] Peckover, who previously lived in Broadfield, Crawley, <a href='https://www.databreaches.net/uk-hailsham-hacker-ordered-to-pay-back-124000/' class='excerpt-more'>[...]</a>","Mon, 31 Jan 2011 20:40:27 +0000",Business Sector,ID Theft,,Other,2011,,,,
Non-US,Cal.6th: There is a federal constitutional right of privacy in medical and psychiatric records,"From FourthAmendment.com: There is a‘_Griswold constitutional right of privacy in medical and psychiatric records which can only be disclosed when there is a compelling state interest, which the court finds here in a SVP [Sexually Violent Predator] case.‘_People v. Gonzales, 2011 Cal. App. LEXIS 91 (6th Dist. January 27, 2011) Read more on‘_FourthAmendment.com. From the <a href='https://www.databreaches.net/cal-6th-there-is-a-federal-constitutional-right-of-privacy-in-medical-and-psychiatric-records/' class='excerpt-more'>[...]</a>","Mon, 31 Jan 2011 16:26:32 +0000",Uncategorized,,,,2011,,,,
Non-US,Congress Has The Sense It Should Enact A Comprehensive Data Security Law,"Joseph Lazzarotti writes: Together with some other US. Senators who have offered data security laws in recent years,‘_Senate Majority Leader Harry Reid introduced‘_S.21 on January 25. The bill, a‘_&#8220;sense‘_of Congress&#8221; bill, urges the passage of a comprehensive law to address cybersecurity, without making any changes to current law. This bill is important in that it <a href='https://www.databreaches.net/congress-has-the-sense-it-should-enact-a-comprehensive-data-security-law/' class='excerpt-more'>[...]</a>","Mon, 31 Jan 2011 15:15:50 +0000",Federal,Legislation,,,2011,,,,
US,"(follow-up) HuskyDirect.com site still down, some victims report fraud","As a follow-up to a‘_previously reported breach ‘_involving a hack of HuskyDirect.com, there are now some reports suggesting that the data may have been misused. Back on January 11, U.Conn ‘_had posted a notice to its web site: The UConn Co-op was informed by its vendor that there has been a data security incident involving <a href='https://www.databreaches.net/follow-up-huskydirect-com-site-still-down-some-victims-report-fraud/' class='excerpt-more'>[...]</a>","Mon, 31 Jan 2011 13:55:43 +0000",Breach Incidents,Business Sector,Education Sector,Hack,2011,,,,
Non-US,28 million Plenty of Fish users_„_ personal details hacked _„_ report (updated),"The founder and CEO of dating site Plenty of Fish reports that the site has been hacked and users&#8217; names, email addresses, and passwords may have been acquired. Whether PayPal account information and other personal details were also acquired is uncertain and depends on whose version of the hack you read. It&#8217;s also uncertain whether <a href='https://www.databreaches.net/28-million-plenty-of-fish-users-personal-details-hacked-report/' class='excerpt-more'>[...]</a>","Mon, 31 Jan 2011 13:25:24 +0000",Breach Incidents,Business Sector,Hack,,2011,,,,
US,New York woman pleads guilty to ID theft scheme,"Kylie Cerda, 46, pleaded guilty last week to stealing more than $300,000 dollars from JPMorgan Chase Bank and more than $30,000 dollars from Citibank through the use of stolen bank customer account numbers, identities, and personal identifying information. The plea was announced by Manhattan District Attorney Cyrus Vance. According to documents filed in court and <a href='https://www.databreaches.net/new-york-woman-pleads-guilty-to-id-theft-scheme/' class='excerpt-more'>[...]</a>","Mon, 31 Jan 2011 00:27:21 +0000",Breach Incidents,ID Theft,,,2011,,,,
US,Minnesota Education Department improperly releases transcripts from online charter school,"Mila Koumpilova reports: The Minnesota Department of Education improperly released the transcripts of 20 students at the online BlueSky Charter School in November, the department acknowledged Friday. The department uncovered the privacy breach this week while processing a new data request regarding the school, spokeswoman Charlene Briner said. Commissioner Brenda Cassellius, who took over the <a href='https://www.databreaches.net/minnesota-education-department-improperly-releases-transcripts-from-online-charter-school/' class='excerpt-more'>[...]</a>","Sun, 30 Jan 2011 14:17:13 +0000",Breach Incidents,Education Sector,Exposure,,2011,,,,
US,Possible security breach involving Xavier University?,"On January 26, Jennifer Baker of the Cincinnati Enquirer reported that Miller Beckham III, 32, of Springfield Township was charged with demanding $20,000 from Xavier University in exchange for not publicly releasing personal student documents. On January 27, Cliff Peal of the same paper reported that students had not been notified of any breach and <a href='https://www.databreaches.net/possible-security-breach-involving-xavier-university/' class='excerpt-more'>[...]</a>","Sun, 30 Jan 2011 02:18:01 +0000",Breach Incidents,Education Sector,,,2011,,,,
US,Veterans Administration December report to Congress,"I was just reading through the VA&#8217;s Monthly Report to Congress of Data Incidents for the period‘_Nov 29, 2010 &#8211; Jan 2, 2010. ‘_Apart from the usual reports about mis-mailings and the like, I noticed two incidents worth noting here: Incident Summary &#8211; White River Junction, VT: A Dartmouth owned thin client device located in <a href='https://www.databreaches.net/veterans-administration-december-report-to-congress/' class='excerpt-more'>[...]</a>","Sat, 29 Jan 2011 18:50:58 +0000",Health Data,,,,2011,,,,
US,Canadian woman denied entry to US. because of suicide attempt (Updated),"Wow.‘_A reader sent me a link to a news story by Isabel Teotonio that is disturbing, to say the least: When Lois Kamenitz arrived at Pearson International Airport in November, hoping to board a flight to California, she was stunned to learn that US. border officials were barring her entry. The reason: Years ago, she <a href='https://www.databreaches.net/canadian-woman-denied-entry-to-u-s-because-of-suicide-attempt/' class='excerpt-more'>[...]</a>","Sat, 29 Jan 2011 17:55:00 +0000",Uncategorized,,,,2011,,,,
US,Arrest made in South Florida ID theft case,"Lisa J. Huriash reports that 400 Oakland Park and Delray Beach firefighters and police are watching their accounts after 31 of their own of them learned that their identity information was used in a tax refund fraud scheme. Both towns use the same retirement plan administrator, raising the possibility of a common point of a <a href='https://www.databreaches.net/arrest-made-in-south-florida-id-theft-case/' class='excerpt-more'>[...]</a>","Mon, 28 Feb 2011 19:49:19 +0000",Breach Incidents,ID Theft,,,2011,,,,
US,"AU: Project risks medical record privacy, expert warns","Karen Dearne reports: Health bureaucrats risk exposing patient medical information by starting e-health projects before key decisions on security, consent, technical controls and regulatory oversight are made. And Australian Privacy Foundation chair Roger Clarke has attacked the National E-Health Transition Authority and federal Health officials for cutting consumers out of the design process for the <a href='https://www.databreaches.net/au-project-risks-medical-record-privacy-expert-warns/' class='excerpt-more'>[...]</a>","Mon, 28 Feb 2011 14:04:41 +0000",Uncategorized,,,,2011,,,,
US,UK: Forced sterilisation case heard in public,Clare Jaycock writes: On 15 February 2011 Hedley J ordered that a case proceeding in the Court of Protection which featured medical information of the highest sensitivity should be held in open court. The Court of Protection normally hears such cases in private. The case concerned a young woman aged 21 with severe learning difficulties <a href='https://www.databreaches.net/uk-forced-sterilisation-case-heard-in-public/' class='excerpt-more'>[...]</a>,"Sun, 27 Feb 2011 15:07:29 +0000",Uncategorized,,,,2011,,,,
US,Monterey Pot Cooperative Claims City Violated HIPAA,"Azenith Smith reports: A Monterey pot shop says the city illegally raided its clients&#8217; private medical files. Now they&#8217;re looking to file a lawsuit. &#8220;He opens up a HIPPA (sic) labeled file,&#8221; says Jhonrico Carrnshimba, a MyCaregiver director. &#8220;He sees a number of files in it at this point they should close the file. They <a href='https://www.databreaches.net/monterey-pot-cooperative-claims-city-violated-hipaa/' class='excerpt-more'>[...]</a>","Sat, 26 Feb 2011 23:23:08 +0000",Uncategorized,,,,2011,,,,
